retailer,address,lon,lat
Dillard's,"1627 Opelika Rd Suite 16 Auburn, Alabama 36830",-85.44819489999999,32.627776
Dillard's,"3000 Eastdale Mall Montgomery, Alabama 36117",-86.204292,32.384903
Dillard's,"900 Commons Dr Suite 100 Dothan, Alabama 36303",-85.42378160000001,31.2521689
Dillard's,"301 Coxcreek Pkwy Ste #1100 Florence, Alabama 35630",-87.63514889999999,34.8378102
Dillard's,"2801 Memorial Parkway Sw Huntsville, Alabama 35801",-86.5872266,34.7072982
Dillard's,"3300 Bel Air Mall Mobile, Alabama 36606",-88.1238376,30.6740467
Dillard's,"10101 Eastern Shore Blvd Spanish Fort, Alabama 36527",-87.84899,30.66715159999999
Dillard's,"7310 Eastchase Parkway Montgomery, Alabama 36117",-86.16420749999999,32.35799
Dillard's,"700 Quintard Dr Oxford, Alabama 36203",-85.8235423,33.6135109
Dillard's,"1435 West Southern Ave Mesa, Arizona 85202",-111.8617503,33.3895624
Dillard's,"10002 Metro Parkway East Phoenix, Arizona 85051",-112.1185018,33.5764074
Dillard's,"1117 N. Promenade Pky Casa Grande, Arizona 85194",-111.6850989,32.8839574
Dillard's,"4700 Us Highway 89 North Flagstaff, Arizona 86004",-111.5805517,35.2227605
Dillard's,"1461 South Yuma Palms Parkway Yuma, Arizona 85365",-114.6016783,32.7013486
Dillard's,"5501 Highway 95 North Lake Havasu City, Arizona 86404",-114.3673836,34.5669719
Dillard's,"3101 West Chandler Blvd Chandler, Arizona 85226",-111.8965833,33.3028328
Dillard's,"2151 S. San Tan Village Pky Gilbert, Arizona 85296",-111.7448841,33.3109797
Dillard's,"7800 W. Arrowhead Towne Center Glendale, Arizona 85308",-112.2278761,33.6421369
Dillard's,"6545 E. Southern Ave Mesa, Arizona 85206",-111.6881698,33.389891
Dillard's,"4610 East Cactus Road Phoenix, Arizona 85032",-111.9822083,33.5993601
Dillard's,"7621 West Thomas Road Phoenix, Arizona 85033",-112.223854,33.478264
Dillard's,"6900 East Camelback Road Scottsdale, Arizona 85251",-111.9320913,33.5026882
Dillard's,"3100 Gateway Boulevard Prescott, Arizona 86303",-112.4102485,34.5491669
Dillard's,"3800 El Mercado Loop Sierra Vista, Arizona 85635",-110.2597776,31.53064779999999
Dillard's,"5890 East Broadway Blvd Tucson, Arizona 85711",-110.8647,32.218687
Dillard's,"4550 North Oracle Rd Tucson, Arizona 85705",-110.9749137,32.2899017
Dillard's,"5111 Rogers Avenue Fort Smith, Arkansas 72903",-94.37511599999999,35.366924
Dillard's,"4501 Central Ave Suite 102 Hot Springs, Arkansas 71913",-93.0793791,34.4485933
Dillard's,"3000 E. Highland Jonesboro, Arkansas 72401",-90.6645571,35.823099
Dillard's,"6000 W. Markham Little Rock, Arkansas 72205",-92.34281179999999,34.75336240000001
Dillard's,"3929 Mc Cain Blvd. North Little Rock, Arkansas 72116",-92.2266192,34.792947
Dillard's,"4201 N Shiloh Fayetteville, Arkansas 72703",-94.1478576,36.128083
Dillard's,"2101 Promenade Blvd Rogers, Arkansas 72758",-94.17573399999999,36.3057803
Dillard's,"2901 Pine Mall Drive Pine Bluff, Arkansas 71601",-91.9682768,34.2087196
Dillard's,"3451 South Dogwood Ave El Centro, California 92243",-115.5307291,32.7622302
Dillard's,"1255 Rancho Vista Blvd Palmdale, California 93551",-118.1537066,34.6023202
Dillard's,"4950 Pacific Avenue Stockton, California 95207",-121.3121613,37.9947989
Dillard's,"1790 Briargate Blvd Colorado Springs, Colorado 80920",-104.7940473,38.9450984
Dillard's,"760 Citadel Drive East Colorado Springs, Colorado 80909",-104.7610261,38.8436299
Dillard's,"14200 East Alameda Ave Aurora, Colorado 80012",-104.823209,39.7082577
Dillard's,"41 W Flatiron Cir Broomfield, Colorado 80021",-105.130979,39.9325021
Dillard's,"8415 Park Meadows Center Dr. Littleton, Colorado 80124",-104.876195,39.5593544
Dillard's,"8501 W Bowles Ste 2d657 Littleton, Colorado 80123",-105.097729,39.611843
